Date,Year,Month,Day,Data Quality,Max Temp (deg C),Max Temp Flag,Min Temp (Deg C),Min Temp Flag,Mean Temp (Deg C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
01/09/14,2001,9,14,,22.2,,13.1,,17.7,,0.3,,0,,,,,,0,,,,,,,
01/09/15,2001,9,15,,21.6,,12.7,,17.2,,0.8,,0,,,,,,0,,,,,,,
01/09/16,2001,9,16,,18.1,,12.6,,15.4,,2.6,,0,,,,,,0.2,,,,,,,
01/09/17,2001,9,17,,15.1,,13,,14.1,,3.9,,0,,,,,,0,,,,,,,
01/09/18,2001,9,18,,16.4,,13.5,,15,,3,,0,,,,,,4.8,,,,,,,
01/09/19,2001,9,19,,18.4,,12.8,,15.6,,2.4,,0,,,,,,0,,,,,,,
01/09/20,2001,9,20,,17.8,,11.8,,14.8,,3.2,,0,,,,,,0.2,,,,,,,
01/09/21,2001,9,21,,14.4,,12.2,,13.3,,4.7,,0,,,,,,21.6,,,,,,,
01/09/22,2001,9,22,,21.3,,13.8,,17.6,,0.4,,0,,,,,,0,,,,,,,
01/09/23,2001,9,23,,20.6,,12.5,,16.6,,1.4,,0,,,,,,0,,,,,,,
01/09/24,2001,9,24,,22.4,,13.1,,17.8,,0.2,,0,,,,,,0.2,,,,,,,
01/09/25,2001,9,25,,16.1,,14.1,,15.1,,2.9,,0,,,,,,1.2,,,,,,,
01/09/26,2001,9,26,,15.9,,10.3,,13.1,,4.9,,0,,,,,,15,E,,,,,,
01/09/27,2001,9,27,,15,,10,,12.5,,5.5,,0,,,,,,0,,,,,,,
01/09/28,2001,9,28,,14.5,,9.7,,12.1,,5.9,,0,,,,,,1,,,,,,,
01/09/29,2001,9,29,,16.8,,12.8,,14.8,,3.2,,0,,,,,,0.2,,,,,,,
01/09/30,2001,9,30,,16.9,,10.4,,13.7,,4.3,,0,,,,,,0.2,,,,,,,
01/10/01,2001,10,1,,16.6,,10.7,,13.7,,4.3,,0,,,,,,0.2,,,,,,,
01/10/02,2001,10,2,,15.9,,10,,13,,5,,0,,,,,,0.2,,,,,,,
01/10/03,2001,10,3,,14.9,,9.5,,12.2,,5.8,,0,,,,,,0,,,,,,,
01/10/04,2001,10,4,,20.7,,7,,13.9,,4.1,,0,,,,,,0.2,,,,,,,
01/10/05,2001,10,5,,17.7,,7.1,,12.4,,5.6,,0,,,,,,0,,,,,,,
01/10/06,2001,10,6,,17,,10.2,,13.6,,4.4,,0,,,,,,0,,,,,,,
01/10/07,2001,10,7,,12.8,,10.1,,11.5,,6.5,,0,,,,,,2.4,,,,,,,
01/10/08,2001,10,8,,14.4,,9,,11.7,,6.3,,0,,,,,,2.2,,,,,,,
01/10/09,2001,10,9,,14.6,,7.9,,11.3,,6.7,,0,,,,,,0,,,,,,,
01/10/10,2001,10,10,,11.1,,8.7,,9.9,,8.1,,0,,,,,,20,,,,,,,
01/10/11,2001,10,11,,12.9,,6.3,,9.6,,8.4,,0,,,,,,5.4,,,,,,,
01/10/12,2001,10,12,,11.7,,7.6,,9.7,,8.3,,0,,,,,,27,,,,,,,
01/10/13,2001,10,13,,11.5,,7.8,,9.7,,8.3,,0,,,,,,11.4,,,,,,,
01/10/14,2001,10,14,,12.7,,7.8,,10.3,,7.7,,0,,,,,,6,,,,,,,
01/10/15,2001,10,15,,13.5,,6.3,,9.9,,8.1,,0,,,,,,0.2,,,,,,,
01/10/16,2001,10,16,,14.3,,10.2,,12.3,,5.7,,0,,,,,,9.4,,,,,,,
01/10/17,2001,10,17,,12.6,,5.7,,9.2,,8.8,,0,,,,,,0,,,,,,,
01/10/18,2001,10,18,,9.6,,8.5,,9.1,,8.9,,0,,,,,,23.4,,,,,,,
01/10/19,2001,10,19,,14.3,,7.6,,11,,7,,0,,,,,,3.4,,,,,,,
01/10/20,2001,10,20,,12.5,,6.3,,9.4,,8.6,,0,,,,,,0,,,,,,,
01/10/21,2001,10,21,,9.6,,7.2,,8.4,,9.6,,0,,,,,,13,,,,,,,
01/10/22,2001,10,22,,12.2,,8.9,,10.6,,7.4,,0,,,,,,15,,,,,,,
01/10/23,2001,10,23,,13,,7.5,,10.3,,7.7,,0,,,,,,12.6,,,,,,,
01/10/24,2001,10,24,,8.1,,6.4,,7.3,,10.7,,0,,,,,,4.6,,,,,,,
01/10/25,2001,10,25,,10.2,,7,,8.6,,9.4,,0,,,,,,4.6,,,,,,,
01/10/26,2001,10,26,,12.1,,9.2,,10.7,,7.3,,0,,,,,,4.2,,,,,,,
01/10/27,2001,10,27,,9.3,,5.5,,7.4,,10.6,,0,,,,,,4.2,,,,,,,
01/10/28,2001,10,28,,10.6,,5.3,,8,,10,,0,,,,,,22,,,,,,,
01/10/29,2001,10,29,,10.5,,4.7,,7.6,,10.4,,0,,,,,,0,,,,,,,
01/10/30,2001,10,30,,10.7,,6.2,,8.5,,9.5,,0,,,,,,11.6,,,,,,,
01/10/31,2001,10,31,,13.5,,8.9,,11.2,,6.8,,0,,,,,,10.8,,,,,,,
01/11/01,2001,11,1,,10.6,,9.7,,10.2,,7.8,,0,,,,,,13.6,,,,,,,
01/11/02,2001,11,2,,11.1,,6.1,,8.6,,9.4,,0,,,,,,0.2,,,,,,,
01/11/03,2001,11,3,,11.1,,6.5,,8.8,,9.2,,0,,,,,,0,,,,,,,
01/11/04,2001,11,4,,11.2,,6.8,,9,,9,,0,,,,,,23.2,,,,,,,
01/11/05,2001,11,5,,8.2,,3.6,,5.9,,12.1,,0,,,,,,2,,,,,,,
01/11/06,2001,11,6,,9.5,,5.8,,7.7,,10.3,,0,,,,,,2.8,,,,,,,
01/11/07,2001,11,7,,12,,7.4,,9.7,,8.3,,0,,,,,,0.2,,,,,,,
01/11/08,2001,11,8,,10.1,,6.5,,8.3,,9.7,,0,,,,,,0,,,,,,,
01/11/09,2001,11,9,,12.7,,7.4,,10.1,,7.9,,0,,,,,,0,,,,,,,
01/11/10,2001,11,10,,12.2,,4.6,,8.4,,9.6,,0,,,,,,0,,,,,,,
01/11/11,2001,11,11,,12.5,,8.9,,10.7,,7.3,,0,,,,,,4.2,,,,,,,
01/11/12,2001,11,12,,13.6,,11.2,,12.4,,5.6,,0,,,,,,7,,,,,,,
01/11/13,2001,11,13,,13.1,,9.9,,11.5,,6.5,,0,,,,,,17.6,,,,,,,
01/11/14,2001,11,14,,12.4,,10.7,,11.6,,6.4,,0,,,,,,26.2,,,,,,,
01/11/15,2001,11,15,,17.4,,11.1,,14.3,,3.7,,0,,,,,,17.4,,,,,,,
01/11/16,2001,11,16,,12,,5.8,,8.9,,9.1,,0,,,,,,3.2,,,,,,,
01/11/17,2001,11,17,,9.5,,3.3,,6.4,,11.6,,0,,,,,,0,,,,,,,
01/11/18,2001,11,18,,9.4,,2.3,,5.9,,12.1,,0,,,,,,0.2,,,,,,,
01/11/19,2001,11,19,,14.7,,6.8,,10.8,,7.2,,0,,,,,,12.2,,,,,,,
01/11/20,2001,11,20,,14.9,,9.8,,12.4,,5.6,,0,,,,,,10.8,,,,,,,
01/11/21,2001,11,21,,10.8,,8.7,,9.8,,8.2,,0,,,,,,5.4,,,,,,,
01/11/22,2001,11,22,,10,,7.7,,8.9,,9.1,,0,,,,,,1.4,,,,,,,
01/11/23,2001,11,23,,9.9,,7.1,,8.5,,9.5,,0,,,,,,0.2,,,,,,,
01/11/24,2001,11,24,,7.9,,4.2,,6.1,,11.9,,0,,,,,,0,,,,,,,
01/11/25,2001,11,25,,7.7,,3.1,,5.4,,12.6,,0,,,,,,1.6,,,,,,,
01/11/26,2001,11,26,,8.3,,5.6,,7,,11,,0,,,,,,1.4,,,,,,,
01/11/27,2001,11,27,,6.8,,4.5,,5.7,,12.3,,0,,,,,,0,,,,,,,
01/11/28,2001,11,28,,6.9,,4.4,,5.7,,12.3,,0,,,,,,11,,,,,,,
01/11/29,2001,11,29,,7.8,,3.7,,5.8,,12.2,,0,,,,,,12.2,,,,,,,
01/11/30,2001,11,30,,7.6,,3.1,,5.4,,12.6,,0,,,,,,7,,,,,,,
01/12/01,2001,12,1,,10.3,,5.4,,7.9,,10.1,,0,,,,,,8.6,,,,,,,
01/12/02,2001,12,2,,7.3,,2.9,,5.1,,12.9,,0,,,,,,8.8,,,,,,,
01/12/03,2001,12,3,,5.9,,0.4,,3.2,,14.8,,0,,,,,,19.6,,,,,,,
01/12/04,2001,12,4,,4.9,,1.1,,3,,15,,0,,,,,,9.6,,,,,,,
01/12/05,2001,12,5,,5,,2.6,,3.8,,14.2,,0,,,,,,5.6,,,,,,,
01/12/06,2001,12,6,,7.5,,3.3,,5.4,,12.6,,0,,,,,,5.6,,,,,,,
01/12/07,2001,12,7,,7.5,,4,,5.8,,12.2,,0,,,,,,3.4,,,,,,,
01/12/08,2001,12,8,,,M,6.3,,,M,,M,,M,,,,,20.8,,,,,,,
01/12/09,2001,12,9,,,M,,M,,M,,M,,M,,,,,7.2,,,,,,,
01/12/10,2001,12,10,,,M,,M,,M,,M,,M,,,,,14.8,,,,,,,
01/12/11,2001,12,11,,,M,,M,,M,,M,,M,,,,,3.4,,,,,,,
01/12/12,2001,12,12,,,M,,M,,M,,M,,M,,,,,26,,,,,,,
01/12/13,2001,12,13,,,M,,M,,M,,M,,M,,,,,44.2,,,,,,,
01/12/14,2001,12,14,,,M,,M,,M,,M,,M,,,,,0.4,,,,,,,
01/12/15,2001,12,15,,,M,,M,,M,,M,,M,,,,,58.6,,,,,,,
01/12/16,2001,12,16,,,M,,M,,M,,M,,M,,,,,25.6,,,,,,,
01/12/17,2001,12,17,,,M,,M,,M,,M,,M,,,,,8.8,,,,,,,
01/12/18,2001,12,18,,,M,,M,,M,,M,,M,,,,,4,,,,,,,
01/12/19,2001,12,19,,,M,,M,,M,,M,,M,,,,,0,,,,,,,
01/12/20,2001,12,20,,,M,-0.2,,,M,,M,,M,,,,,0.2,,,,,,,
01/12/21,2001,12,21,,,M,-0.3,,,M,,M,,M,,,,,1,,,,,,,
01/12/22,2001,12,22,,7.6,,0.4,,4,,14,,0,,,,,,0,,,,,,,
01/12/23,2001,12,23,,7.5,,2.1,,4.8,,13.2,,0,,,,,,0,,,,,,,
01/12/24,2001,12,24,,6.4,,0.3,,3.4,,14.6,,0,,,,,,0.2,,,,,,,
01/12/25,2001,12,25,,5.2,,-0.3,,2.5,,15.5,,0,,,,,,0.2,,,,,,,
01/12/26,2001,12,26,,6.5,,-0.9,,2.8,,15.2,,0,,,,,,0.4,,,,,,,
01/12/27,2001,12,27,,7.2,,2.6,,4.9,,13.1,,0,,,,,,0,,,,,,,
01/12/28,2001,12,28,,8.2,,4.3,,6.3,,11.7,,0,,,,,,7.4,,,,,,,
01/12/29,2001,12,29,,7.6,,2.9,,5.3,,12.7,,0,,,,,,0.2,,,,,,,
01/12/30,2001,12,30,,6.3,,1.7,,4,,14,,0,,,,,,0.2,,,,,,,
01/12/31,2001,12,31,,6.9,,2.6,,4.8,,13.2,,0,,,,,,5.6,,,,,,,
02/01/01,2002,1,1,,9.1,,4,,6.6,,11.4,,0,,,,,,12,,,,,,,
02/01/02,2002,1,2,,12.8,,7.4,,10.1,,7.9,,0,,,,,,6.2,,,,,,,
02/01/03,2002,1,3,,9.9,,7.8,,8.9,,9.1,,0,,,,,,4,,,,,,,
02/01/04,2002,1,4,,8.6,,6.7,,7.7,,10.3,,0,,,,,,0,,,,,,,
02/01/05,2002,1,5,,10.2,,6.1,,8.2,,9.8,,0,,,,,,3.6,,,,,,,
02/01/06,2002,1,6,,12.1,,8.7,,10.4,,7.6,,0,,,,,,18.4,,,,,,,
02/01/07,2002,1,7,,13.8,,9.2,,11.5,,6.5,,0,,,,,,22.8,,,,,,,
02/01/08,2002,1,8,,12.3,,7.8,,10.1,,7.9,,0,,,,,,5.8,,,,,,,
02/01/09,2002,1,9,,8.2,,6.3,,7.3,,10.7,,0,,,,,,0.6,,,,,,,
02/01/10,2002,1,10,,8.3,,5.7,,7,,11,,0,,,,,,1.2,,,,,,,
02/01/11,2002,1,11,,9.8,,6.2,,8,,10,,0,,,,,,0,,,,,,,
02/01/12,2002,1,12,,10.9,,6.5,,8.7,,9.3,,0,,,,,,16,,,,,,,
02/01/13,2002,1,13,,7.2,,2.7,,5,,13,,0,,,,,,0,,,,,,,
02/01/14,2002,1,14,,6.6,,0.6,,3.6,,14.4,,0,,,,,,0.2,,,,,,,
02/01/15,2002,1,15,,5.3,,-0.2,,2.6,,15.4,,0,,,,,,0.2,,,,,,,
02/01/16,2002,1,16,,4.6,,0.9,,2.8,,15.2,,0,,,,,,0.8,,,,,,,
02/01/17,2002,1,17,,3.7,,-0.8,,1.5,,16.5,,0,,,,,,0.2,,,,,,,
02/01/18,2002,1,18,,3.7,,2.6,,3.2,,14.8,,0,,,,,,10.2,,,,,,,
02/01/19,2002,1,19,,5.6,,2,,3.8,,14.2,,0,,,,,,4.4,,,,,,,
02/01/20,2002,1,20,,7.8,,1.4,,4.6,,13.4,,0,,,,,,17.2,,,,,,,
02/01/21,2002,1,21,,6.3,,2.8,,4.6,,13.4,,0,,,,,,0.2,,,,,,,
02/01/22,2002,1,22,,4.5,,1.1,,2.8,,15.2,,0,,,,,,9.2,,,,,,,
02/01/23,2002,1,23,,3.7,,0.6,,2.2,,15.8,,0,,,,,,12.2,,,,,,,
02/01/24,2002,1,24,,9.5,,3.5,,6.5,,11.5,,0,,,,,,15,,,,,,,
02/01/25,2002,1,25,,5,,1.4,,3.2,,14.8,,0,,,,,,5.8,,,,,,,
02/01/26,2002,1,26,,3.7,,0.7,,2.2,,15.8,,0,,,,,,7.8,,,,,,,
02/01/27,2002,1,27,,2.9,,0.2,,1.6,,16.4,,0,,,,,,7.4,,,,,,,
02/01/28,2002,1,28,,1.6,,-3.4,,-0.9,,18.9,,0,,,,,,0.4,,,,,,,
02/01/29,2002,1,29,,1.5,,-1.3,,0.1,,17.9,,0,,,,,,0.2,,,,,,,
02/01/30,2002,1,30,,3.7,,0.2,,2,,16,,0,,,,,,11.6,,,,,,,
02/01/31,2002,1,31,,4.6,,3.4,,4,,14,,0,,,,,,5.2,,,,,,,
02/02/01,2002,2,1,,5.9,,3.6,,4.8,,13.2,,0,,,,,,6.6,,,,,,,
02/02/02,2002,2,2,,8.9,,4.8,,6.9,,11.1,,0,,,,,,0.8,,,,,,,
02/02/03,2002,2,3,,9.8,,4.5,,7.2,,10.8,,0,,,,,,4.6,,,,,,,
02/02/04,2002,2,4,,8.2,,4.6,,6.4,,11.6,,0,,,,,,0,,,,,,,
02/02/05,2002,2,5,,10.2,,4.8,,7.5,,10.5,,0,,,,,,8,,,,,,,
02/02/06,2002,2,6,,7.3,,4.6,,6,,12,,0,,,,,,32.6,,,,,,,
02/02/07,2002,2,7,,7.2,,4.9,,6.1,,11.9,,0,,,,,,0.2,,,,,,,
02/02/08,2002,2,8,,8,,2.9,,5.5,,12.5,,0,,,,,,0.2,,,,,,,
02/02/09,2002,2,9,,8.5,,5.7,,7.1,,10.9,,0,,,,,,0.2,,,,,,,
02/02/10,2002,2,10,,9.7,,3.9,,6.8,,11.2,,0,,,,,,6,,,,,,,
02/02/11,2002,2,11,,6.7,,1.1,,3.9,,14.1,,0,,,,,,0,,,,,,,
02/02/12,2002,2,12,,6.7,,-0.5,,3.1,,14.9,,0,,,,,,0,,,,,,,
02/02/13,2002,2,13,,7.7,,2,,4.9,,13.1,,0,,,,,,0,,,,,,,
02/02/14,2002,2,14,,7.3,,2,,4.7,,13.3,,0,,,,,,0,,,,,,,
02/02/15,2002,2,15,,9.5,,0.4,,5,,13,,0,,,,,,0.2,,,,,,,
02/02/16,2002,2,16,,6.8,,2.7,,4.8,,13.2,,0,,,,,,3.6,,,,,,,
02/02/17,2002,2,17,,7.4,,5.5,,6.5,,11.5,,0,,,,,,6.6,,,,,,,
02/02/18,2002,2,18,,9.5,,5.6,,7.6,,10.4,,0,,,,,,2,,,,,,,
02/02/19,2002,2,19,,11.1,,6.2,,8.7,,9.3,,0,,,,,,8.6,,,,,,,
02/02/20,2002,2,20,,9.2,,3.5,,6.4,,11.6,,0,,,,,,0,,,,,,,
02/02/21,2002,2,21,,10.1,,5.1,,7.6,,10.4,,0,,,,,,38,,,,,,,
02/02/22,2002,2,22,,9.9,,5.9,,7.9,,10.1,,0,,,,,,27,,,,,,,
02/02/23,2002,2,23,,7.1,,4.2,,5.7,,12.3,,0,,,,,,8,,,,,,,
02/02/24,2002,2,24,,5.5,,0.6,,3.1,,14.9,,0,,,,,,0,,,,,,,
02/02/25,2002,2,25,,5.2,,-2,,1.6,,16.4,,0,,,,,,0,,,,,,,
02/02/26,2002,2,26,,7.6,,1.1,,4.4,,13.6,,0,,,,,,0,,,,,,,
02/02/27,2002,2,27,,6.7,,1.6,,4.2,,13.8,,0,,,,,,0,,,,,,,
02/02/28,2002,2,28,,8.1,,-0.5,,3.8,,14.2,,0,,,,,,0,,,,,,,
02/03/01,2002,3,1,,7.7,,0.2,,4,,14,,0,,,,,,0,,,,,,,
02/03/02,2002,3,2,,9.5,,0.4,,5,,13,,0,,,,,,0,,,,,,,
02/03/03,2002,3,3,,7.9,,0.6,,4.3,,13.7,,0,,,,,,0,,,,,,,
02/03/04,2002,3,4,,8.4,,3,,5.7,,12.3,,0,,,,,,0,,,,,,,
02/03/05,2002,3,5,,7.9,,1.5,,4.7,,13.3,,0,,,,,,0,,,,,,,
02/03/06,2002,3,6,,3.4,,-1.2,,1.1,,16.9,,0,,,,,,0,,,,,,,
02/03/07,2002,3,7,,0.3,,-3,,-1.4,,19.4,,0,,,,,,0,,,,,,,
02/03/08,2002,3,8,,1.5,,-2.6,,-0.6,,18.6,,0,,,,,,0,,,,,,,
02/03/09,2002,3,9,,9.1,,0.1,,4.6,,13.4,,0,,,,,,15.2,,,,,,,
02/03/10,2002,3,10,,7.8,,3.1,,5.5,,12.5,,0,,,,,,12,,,,,,,
02/03/11,2002,3,11,,13.3,,6.5,,9.9,,8.1,,0,,,,,,17.8,,,,,,,
02/03/12,2002,3,12,,7.7,,5.5,,6.6,,11.4,,0,,,,,,5,,,,,,,
02/03/13,2002,3,13,,7.9,,5.1,,6.5,,11.5,,0,,,,,,4.4,,,,,,,
02/03/14,2002,3,14,,7.4,,4.3,,5.9,,12.1,,0,,,,,,0,,,,,,,
02/03/15,2002,3,15,,5.2,,2.2,,3.7,,14.3,,0,,,,,,24.6,,,,,,,
02/03/16,2002,3,16,,5.2,,1.1,,3.2,,14.8,,0,,,,,,0.2,,,,,,,
02/03/17,2002,3,17,,4.7,,-1.2,,1.8,,16.2,,0,,,,,,0,,,,,,,
02/03/18,2002,3,18,,2.6,,-0.2,,1.2,,16.8,,0,,,,,,10.4,,,,,,,
02/03/19,2002,3,19,,4.8,,0.4,,2.6,,15.4,,0,,,,,,5.8,,,,,,,
02/03/20,2002,3,20,,3.1,,-0.3,,1.4,,16.6,,0,,,,,,1.6,,,,,,,
02/03/21,2002,3,21,,6,,0.1,,3.1,,14.9,,0,,,,,,0.6,,,,,,,
02/03/22,2002,3,22,,9.5,,2.7,,6.1,,11.9,,0,,,,,,0,,,,,,,
02/03/23,2002,3,23,,11.4,,4.6,,8,,10,,0,,,,,,0,,,,,,,
02/03/24,2002,3,24,,12,,3.6,,7.8,,10.2,,0,,,,,,0,,,,,,,
02/03/25,2002,3,25,,14.4,,5.4,,9.9,,8.1,,0,,,,,,0,,,,,,,
02/03/26,2002,3,26,,11.5,,7.1,,9.3,,8.7,,0,,,,,,2.4,,,,,,,
02/03/27,2002,3,27,,8.1,,3.9,,6,,12,,0,,,,,,11.8,,,,,,,
02/03/28,2002,3,28,,11.3,,4.3,,7.8,,10.2,,0,,,,,,0.2,,,,,,,
02/03/29,2002,3,29,,7.8,,5.5,,6.7,,11.3,,0,,,,,,3.8,,,,,,,
02/03/30,2002,3,30,,10.4,,5.2,,7.8,,10.2,,0,,,,,,0.6,,,,,,,
02/03/31,2002,3,31,,9.6,,7,,8.3,,9.7,,0,,,,,,0.4,,,,,,,
02/04/01,2002,4,1,,11.1,,3.6,,7.4,,10.6,,0,,,,,,0,,,,,,,
02/04/02,2002,4,2,,10.4,,1.9,,6.2,,11.8,,0,,,,,,0,,,,,,,
02/04/03,2002,4,3,,14.3,,3.2,,8.8,,9.2,,0,,,,,,0,,,,,,,
02/04/04,2002,4,4,,13.9,,4.3,,9.1,,8.9,,0,,,,,,0,,,,,,,
02/04/05,2002,4,5,,11.9,,7.6,,9.8,,8.2,,0,,,,,,2.6,,,,,,,
02/04/06,2002,4,6,,11.5,,8,,9.8,,8.2,,0,,,,,,7.2,,,,,,,
02/04/07,2002,4,7,,11.5,,6.3,,8.9,,9.1,,0,,,,,,0.4,,,,,,,
02/04/08,2002,4,8,,13.1,,5.3,,9.2,,8.8,,0,,,,,,0,,,,,,,
02/04/09,2002,4,9,,9.5,,7.7,,8.6,,9.4,,0,,,,,,10.8,,,,,,,
02/04/10,2002,4,10,,12.3,,8.5,,10.4,,7.6,,0,,,,,,5,,,,,,,
02/04/11,2002,4,11,,10.4,,8.5,,9.5,,8.5,,0,,,,,,8.6,,,,,,,
02/04/12,2002,4,12,,12.5,,8.9,,10.7,,7.3,,0,,,,,,12.2,,,,,,,
02/04/13,2002,4,13,,14.5,,9.7,,12.1,,5.9,,0,,,,,,28.6,,,,,,,
02/04/14,2002,4,14,,12.3,,3.1,,7.7,,10.3,,0,,,,,,13,,,,,,,
02/04/15,2002,4,15,,10.8,,3.7,,7.3,,10.7,,0,,,,,,6,,,,,,,
02/04/16,2002,4,16,,8,,4.2,,6.1,,11.9,,0,,,,,,8.4,,,,,,,
02/04/17,2002,4,17,,10.9,,5.2,,8.1,,9.9,,0,,,,,,3.4,,,,,,,
02/04/18,2002,4,18,,14.4,,4.2,,9.3,,8.7,,0,,,,,,0,,,,,,,
02/04/19,2002,4,19,,13.1,,6.1,,9.6,,8.4,,0,,,,,,0,,,,,,,
02/04/20,2002,4,20,,14.4,,7.6,,11,,7,,0,,,,,,0,,,,,,,
02/04/21,2002,4,21,,13.1,,9.4,,11.3,,6.7,,0,,,,,,0,,,,,,,
02/04/22,2002,4,22,,11.8,,7.1,,9.5,,8.5,,0,,,,,,0.4,,,,,,,
02/04/23,2002,4,23,,12.4,,2.3,,7.4,,10.6,,0,,,,,,0,,,,,,,
02/04/24,2002,4,24,,11.9,,3.8,,7.9,,10.1,,0,,,,,,0,,,,,,,
02/04/25,2002,4,25,,13.2,,3.9,,8.6,,9.4,,0,,,,,,0,,,,,,,
02/04/26,2002,4,26,,9.6,,6.8,,8.2,,9.8,,0,,,,,,9,,,,,,,
02/04/27,2002,4,27,,15.4,,5.2,,10.3,,7.7,,0,,,,,,0,,,,,,,
02/04/28,2002,4,28,,16.7,,7.4,,12.1,,5.9,,0,,,,,,0,,,,,,,
02/04/29,2002,4,29,,17,,6.4,,11.7,,6.3,,0,,,,,,0,,,,,,,
02/04/30,2002,4,30,,17.7,,7.6,,12.7,,5.3,,0,,,,,,0,,,,,,,
02/05/01,2002,5,1,,14.5,,10.3,,12.4,,5.6,,0,,,,,,0,,,,,,,
02/05/02,2002,5,2,,13.5,,8,,10.8,,7.2,,0,,,,,,1.8,,,,,,,
02/05/03,2002,5,3,,13.8,,5.6,,9.7,,8.3,,0,,,,,,0,,,,,,,
02/05/04,2002,5,4,,10.5,,7,,8.8,,9.2,,0,,,,,,0.8,,,,,,,
02/05/05,2002,5,5,,11,,7.3,,9.2,,8.8,,0,,,,,,1.6,,,,,,,
02/05/06,2002,5,6,,9.4,,1.5,,5.5,,12.5,,0,,,,,,8.6,,,,,,,
02/05/07,2002,5,7,,13.1,,2.9,,8,,10,,0,,,,,,0,,,,,,,
02/05/08,2002,5,8,,14.1,,7.8,,11,,7,,0,,,,,,0,,,,,,,
02/05/09,2002,5,9,,13.9,,5.6,,9.8,,8.2,,0,,,,,,0,,,,,,,
02/05/10,2002,5,10,,15.9,,5.5,,10.7,,7.3,,0,,,,,,0,,,,,,,
02/05/11,2002,5,11,,16.8,,8.4,,12.6,,5.4,,0,,,,,,0,,,,,,,
02/05/12,2002,5,12,,22,,9,,15.5,,2.5,,0,,,,,,0,,,,,,,
02/05/13,2002,5,13,,15,,8.3,,11.7,,6.3,,0,,,,,,14.8,,,,,,,
02/05/14,2002,5,14,,14.5,,8.2,,11.4,,6.6,,0,,,,,,3.4,,,,,,,
02/05/15,2002,5,15,,15.6,,6.8,,11.2,,6.8,,0,,,,,,0.2,,,,,,,
02/05/16,2002,5,16,,16.9,,8.2,,12.6,,5.4,,0,,,,,,7.8,,,,,,,
02/05/17,2002,5,17,,16.9,,8.4,,12.7,,5.3,,0,,,,,,6.2,,,,,,,
02/05/18,2002,5,18,,17,,7.3,,12.2,,5.8,,0,,,,,,0,,,,,,,
02/05/19,2002,5,19,,15.5,,8.1,,11.8,,6.2,,0,,,,,,0.4,,,,,,,
02/05/20,2002,5,20,,13.4,,11.1,,12.3,,5.7,,0,,,,,,9.8,,,,,,,
02/05/21,2002,5,21,,16.5,,9.9,,13.2,,4.8,,0,,,,,,0,,,,,,,
02/05/22,2002,5,22,,17.7,,11,,14.4,,3.6,,0,,,,,,0,,,,,,,
02/05/23,2002,5,23,,16.8,,10.1,,13.5,,4.5,,0,,,,,,2.6,,,,,,,
02/05/24,2002,5,24,,18.2,,9.6,,13.9,,4.1,,0,,,,,,0,,,,,,,
02/05/25,2002,5,25,,14.8,,11.6,,13.2,,4.8,,0,,,,,,0.8,,,,,,,
02/05/26,2002,5,26,,14.6,,10.9,,12.8,,5.2,,0,,,,,,0.8,,,,,,,
02/05/27,2002,5,27,,20.9,,12,,16.5,,1.5,,0,,,,,,2.6,,,,,,,
02/05/28,2002,5,28,,17.8,,12.8,,15.3,,2.7,,0,,,,,,20.2,,,,,,,
02/05/29,2002,5,29,,18.7,,11.8,,15.3,,2.7,,0,,,,,,12.4,,,,,,,
02/05/30,2002,5,30,,19,,9.7,,14.4,,3.6,,0,,,,,,0,,,,,,,
02/05/31,2002,5,31,,18.5,,8.9,,13.7,,4.3,,0,,,,,,0,,,,,,,
02/06/01,2002,6,1,,19.8,,8.7,,14.3,,3.7,,0,,,,,,0,,,,,,,
02/06/02,2002,6,2,,19.3,,10.9,,15.1,,2.9,,0,,,,,,0,,,,,,,
02/06/03,2002,6,3,,19.6,,11.4,,15.5,,2.5,,0,,,,,,0,,,,,,,
02/06/04,2002,6,4,,16.4,,13.5,,15,,3,,0,,,,,,0.4,,,,,,,
02/06/05,2002,6,5,,20.2,,13.1,,16.7,,1.3,,0,,,,,,3.6,,,,,,,
02/06/06,2002,6,6,,17,,11.1,,14.1,,3.9,,0,,,,,,0.4,,,,,,,
02/06/07,2002,6,7,,15.5,,8.9,,12.2,,5.8,,0,,,,,,1.6,,,,,,,
02/06/08,2002,6,8,,20,,7.6,,13.8,,4.2,,0,,,,,,0,,,,,,,
02/06/09,2002,6,9,,25.7,,11.6,,18.7,,0,,0.7,,,,,,0,,,,,,,
02/06/10,2002,6,10,,20.2,,13.9,,17.1,,0.9,,0,,,,,,0,,,,,,,
02/06/11,2002,6,11,,21.2,,11.3,,16.3,,1.7,,0,,,,,,0,,,,,,,
02/06/12,2002,6,12,,23.1,,12.4,,17.8,,0.2,,0,,,,,,0,,,,,,,
02/06/13,2002,6,13,,28.8,,14,,21.4,,0,,3.4,,,,,,0,,,,,,,
02/06/14,2002,6,14,,22.7,,15.4,,19.1,,0,,1.1,,,,,,0,,,,,,,
