Date,Year,Month,Day,Data Quality,Max Temp (deg C),Max Temp Flag,Min Temp (Deg C),Min Temp Flag,Mean Temp (Deg C),Mean Temp Flag,Heat Deg Days (C),Heat Deg Days Flag,Cool Deg Days (C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
15/05/23,2015,5,23,,18.5,,13.7,,16.1,,1.9,,0,,,M,,M,0.2,,,,,M,,M
15/05/24,2015,5,24,,19.5,,14,,16.8,,1.2,,0,,,M,,M,0,,,,,M,,M
15/05/25,2015,5,25,,17.3,,12.9,,15.1,,2.9,,0,,,M,,M,0,,,,,M,,M
15/05/26,2015,5,26,,21,,14.2,,17.6,,0.4,,0,,,M,,M,0,,,,,M,,M
15/05/27,2015,5,27,,21.8,,15.9,,18.9,,0,,0.9,,,M,,M,0,,,,,M,,M
15/05/28,2015,5,28,,23.5,,13.7,,18.6,,0,,0.6,,,M,,M,0,,,,,M,,M
15/05/29,2015,5,29,,24.6,,14.4,,19.5,,0,,1.5,,,M,,M,0,,,,,M,,M
15/05/30,2015,5,30,,22.7,,14.5,,18.6,,0,,0.6,,,M,,M,0,,,,,M,,M
15/05/31,2015,5,31,,21.2,,13.7,,17.5,,0.5,,0,,,M,,M,0,,,,,M,,M
15/06/01,2015,6,1,,21.1,,14.2,,17.7,,0.3,,0,,,M,,M,0,T,,,,M,,M
15/06/02,2015,6,2,,15.9,,12.8,,14.4,,3.6,,0,,,M,,M,4.6,,,,,M,,M
15/06/03,2015,6,3,,19.1,,13.5,,16.3,,1.7,,0,,,M,,M,0,,,,,M,,M
15/06/04,2015,6,4,,22.3,,14.1,,18.2,,0,,0.2,,,M,,M,0,,,,,M,,M
15/06/05,2015,6,5,,23.1,,12.9,,18,,0,,0,,,M,,M,0,,,,,M,,M
15/06/06,2015,6,6,,25.2,,13.6,,19.4,,0,,1.4,,,M,,M,0,,,,,M,,M
15/06/07,2015,6,7,,25.9,,14.4,,20.2,,0,,2.2,,,M,,M,0,,,,,M,,M
15/06/08,2015,6,8,,24.3,,14.3,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
15/06/09,2015,6,9,,20.8,,15.2,,18,,0,,0,,,M,,M,0,,,,,M,,M
15/06/10,2015,6,10,,22.5,,12.6,,17.6,,0.4,,0,,,M,,M,0,,,,,M,,M
15/06/11,2015,6,11,,21.2,,14.5,,17.9,,0.1,,0,,,M,,M,0,,,,,M,,M
15/06/12,2015,6,12,,20.5,,12.8,,16.7,,1.3,,0,,,M,,M,0,,,,,M,,M
15/06/13,2015,6,13,,20.2,,11.3,,15.8,,2.2,,0,,,M,,M,0,,,,,M,,M
15/06/14,2015,6,14,,24.5,,12.4,,18.5,,0,,0.5,,,M,,M,0,,,,,M,,M
15/06/15,2015,6,15,,26.6,,13.8,,20.2,,0,,2.2,,,M,,M,0,,,,,M,,M
15/06/16,2015,6,16,,24.2,,14.4,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
15/06/17,2015,6,17,,21.8,,13.8,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
15/06/18,2015,6,18,,22.4,,14.5,,18.5,,0,,0.5,,,M,,M,2.8,,,,,M,,M
15/06/19,2015,6,19,,21.6,,13.9,,17.8,,0.2,,0,,,M,,M,0,,,,,M,,M
15/06/20,2015,6,20,,21,,12.8,,16.9,,1.1,,0,,,M,,M,0,,,,,M,,M
15/06/21,2015,6,21,,24.8,,11.9,,18.4,,0,,0.4,,,M,,M,0,,,,,M,,M
15/06/22,2015,6,22,,25.4,,14.7,,20.1,,0,,2.1,,,M,,M,0,,,,,M,,M
15/06/23,2015,6,23,,25.4,,14.4,,19.9,,0,,1.9,,,M,,M,0,,,,,M,,M
15/06/24,2015,6,24,,23.4,,15.1,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
15/06/25,2015,6,25,,27.8,,15.8,,21.8,,0,,3.8,,,M,,M,0,,,,,M,,M
15/06/26,2015,6,26,,26.7,,16.2,,21.5,,0,,3.5,,,M,,M,0,,,,,M,,M
15/06/27,2015,6,27,,26.3,,16.1,,21.2,,0,,3.2,,,M,,M,0,,,,,M,,M
15/06/28,2015,6,28,,27.1,,18.2,,22.7,,0,,4.7,,,M,,M,0,T,,,,M,,M
15/06/29,2015,6,29,,30.6,,18.5,,24.6,,0,,6.6,,,M,,M,0,,,,,M,,M
15/06/30,2015,6,30,,27,,18,,22.5,,0,,4.5,,,M,,M,0,,,,,M,,M
15/07/01,2015,7,1,,29.3,,17.1,,23.2,,0,,5.2,,,M,,M,0,,,,,M,,M
15/07/02,2015,7,2,,25.6,,18.4,,22,,0,,4,,,M,,M,0,,,,,M,,M
15/07/03,2015,7,3,,24.5,,16.8,,20.7,,0,,2.7,,,M,,M,0,,,,,M,,M
15/07/04,2015,7,4,,25.6,,16.4,,21,,0,,3,,,M,,M,0,,,,,M,,M
15/07/05,2015,7,5,,31.5,,16.5,,24,,0,,6,,,M,,M,0,,,,,M,,M
15/07/06,2015,7,6,,30,,16.3,,23.2,,0,,5.2,,,M,,M,0,,,,,M,,M
15/07/07,2015,7,7,,23.6,,16.2,,19.9,,0,,1.9,,,M,,M,0,,,,,M,,M
15/07/08,2015,7,8,,26,,15.8,,20.9,,0,,2.9,,,M,,M,0,,,,,M,,M
15/07/09,2015,7,9,,28.5,,16.6,,22.6,,0,,4.6,,,M,,M,0,,,,,M,,M
15/07/10,2015,7,10,,23.8,,17.2,,20.5,,0,,2.5,,,M,,M,0,,,,,M,,M
15/07/11,2015,7,11,,19.2,,15.8,,17.5,,0.5,,0,,,M,,M,1.7,,,,,M,,M
15/07/12,2015,7,12,,22.3,,15.8,,19.1,,0,,1.1,,,M,,M,0.4,,,,,M,,M
15/07/13,2015,7,13,,23.4,,16.8,,20.1,,0,,2.1,,,M,,M,0,T,,,,M,,M
15/07/14,2015,7,14,,23.9,,14.3,,19.1,,0,,1.1,,,M,,M,0,,,,,M,,M
15/07/15,2015,7,15,,25,,14.8,,19.9,,0,,1.9,,,M,,M,0,,,,,M,,M
15/07/16,2015,7,16,,23.5,,15.6,,19.6,,0,,1.6,,,M,,M,0,,,,,M,,M
15/07/17,2015,7,17,,22.5,,14.3,,18.4,,0,,0.4,,,M,,M,0,,,,,M,,M
15/07/18,2015,7,18,,29.4,,14.4,,21.9,,0,,3.9,,,M,,M,0,,,,,M,,M
15/07/19,2015,7,19,,29.3,,15.7,,22.5,,0,,4.5,,,M,,M,0,,,,,M,,M
15/07/20,2015,7,20,,25.7,,16.5,,21.1,,0,,3.1,,,M,,M,0,,,,,M,,M
15/07/21,2015,7,21,,23.5,,15.7,,19.6,,0,,1.6,,,M,,M,0,,,,,M,,M
15/07/22,2015,7,22,,23.5,,14.5,,19,,0,,1,,,M,,M,0,,,,,M,,M
15/07/23,2015,7,23,,24.4,,13.8,,19.1,,0,,1.1,,,M,,M,0,,,,,M,,M
15/07/24,2015,7,24,,18.8,,14.1,,16.5,,1.5,,0,,,M,,M,14.5,,,,,M,,M
15/07/25,2015,7,25,,22.5,,15.2,,18.9,,0,,0.9,,,M,,M,0,,,,,M,,M
15/07/26,2015,7,26,,19.6,,13.4,,16.5,,1.5,,0,,,M,,M,16.8,,,,,M,,M
15/07/27,2015,7,27,,21.9,,14,,18,,0,,0,,,M,,M,0,,,,,M,,M
15/07/28,2015,7,28,,24.2,,15.5,,19.9,,0,,1.9,,,M,,M,0,,,,,M,,M
15/07/29,2015,7,29,,26.2,,15.1,,20.7,,0,,2.7,,,M,,M,0,,,,,M,,M
15/07/30,2015,7,30,,29.1,,15.1,,22.1,,0,,4.1,,,M,,M,0,,,,,M,,M
15/07/31,2015,7,31,,27.7,,15.4,,21.6,,0,,3.6,,,M,,M,0,,,,,M,,M
15/08/01,2015,8,1,,26.6,,14.6,,20.6,,0,,2.6,,,M,,M,0,,,,,M,,M
15/08/02,2015,8,2,,26.2,,15.1,,20.7,,0,,2.7,,,M,,M,0,,,,,M,,M
15/08/03,2015,8,3,,27,,15.1,,21.1,,0,,3.1,,,M,,M,0,,,,,M,,M
15/08/04,2015,8,4,,23.2,,14.9,,19.1,,0,,1.1,,,M,,M,0,,,,,M,,M
15/08/05,2015,8,5,,19.7,,14.9,,17.3,,0.7,,0,,,M,,M,1.8,,,,,M,,M
15/08/06,2015,8,6,,22.9,,14.3,,18.6,,0,,0.6,,,M,,M,1.3,,,,,M,,M
15/08/07,2015,8,7,,24.8,,13.7,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
15/08/08,2015,8,8,,22.5,,16.9,,19.7,,0,,1.7,,,M,,M,0.2,,,,,M,,M
15/08/09,2015,8,9,,25.4,,17.2,,21.3,,0,,3.3,,,M,,M,0,,,,,M,,M
15/08/10,2015,8,10,,24.1,,15.3,,19.7,,0,,1.7,,,M,,M,0,T,,,,M,,M
15/08/11,2015,8,11,,27.8,,15.1,,21.5,,0,,3.5,,,M,,M,0,,,,,M,,M
15/08/12,2015,8,12,,28.8,,15.8,,22.3,,0,,4.3,,,M,,M,0,,,,,M,,M
15/08/13,2015,8,13,,27.2,,17.1,,22.2,,0,,4.2,,,M,,M,0,,,,,M,,M
15/08/14,2015,8,14,,20.5,,15.8,,18.2,,0,,0.2,,,M,,M,0,,,,,M,,M
15/08/15,2015,8,15,,20.7,,14.4,,17.6,,0.4,,0,,,M,,M,0.6,,,,,M,,M
15/08/16,2015,8,16,,22,,14.4,,18.2,,0,,0.2,,,M,,M,0,,,,,M,,M
15/08/17,2015,8,17,,23.6,,13.2,,18.4,,0,,0.4,,,M,,M,0,,,,,M,,M
15/08/18,2015,8,18,,23.6,,14.2,,18.9,,0,,0.9,,,M,,M,0,,,,,M,,M
15/08/19,2015,8,19,,25.1,,14.7,,19.9,,0,,1.9,,,M,,M,0,,,,,M,,M
15/08/20,2015,8,20,,22.9,,15.7,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
15/08/21,2015,8,21,,24.4,,14.8,,19.6,,0,,1.6,,,M,,M,0,,,,,M,,M
15/08/22,2015,8,22,,25.2,,13.6,,19.4,,0,,1.4,,,M,,M,0,,,,,M,,M
15/08/23,2015,8,23,,24.5,,13.2,,18.9,,0,,0.9,,,M,,M,0,,,,,M,,M
15/08/24,2015,8,24,,23.8,,14.7,,19.3,,0,,1.3,,,M,,M,0,,,,,M,,M
15/08/25,2015,8,25,,22.3,,12.1,,17.2,,0.8,,0,,,M,,M,0,,,,,M,,M
15/08/26,2015,8,26,,24,,13.2,,18.6,,0,,0.6,,,M,,M,0,,,,,M,,M
15/08/27,2015,8,27,,26.2,,15,,20.6,,0,,2.6,,,M,,M,0,,,,,M,,M
15/08/28,2015,8,28,,19.4,,15.2,,17.3,,0.7,,0,,,M,,M,14.5,,,,,M,,M
15/08/29,2015,8,29,,20.7,,15.1,,17.9,,0.1,,0,,,M,,M,19,,,,,M,,M
15/08/30,2015,8,30,,20.2,,14.1,,17.2,,0.8,,0,,,M,,M,7.8,,,,,M,,M
15/08/31,2015,8,31,,16,,13.8,,14.9,,3.1,,0,,,M,,M,30.4,,,,,M,,M
15/09/01,2015,9,1,,16,,13.8,,14.9,,3.1,,0,,,M,,M,2.7,,,,,M,,M
15/09/02,2015,9,2,,17.1,,10.6,,13.9,,4.1,,0,,,M,,M,1.8,,,,,M,,M
15/09/03,2015,9,3,,15,,11.8,,13.4,,4.6,,0,,,M,,M,1.6,,,,,M,,M
15/09/04,2015,9,4,,17.3,,9.3,,13.3,,4.7,,0,,,M,,M,0,,,,,M,,M
15/09/05,2015,9,5,,19.3,,9.9,,14.6,,3.4,,0,,,M,,M,0,,,,,M,,M
15/09/06,2015,9,6,,18.6,,12.2,,15.4,,2.6,,0,,,M,,M,0,,,,,M,,M
15/09/07,2015,9,7,,21.2,,10.8,,16,,2,,0,,,M,,M,0,,,,,M,,M
15/09/08,2015,9,8,,17.2,,13.6,,15.4,,2.6,,0,,,M,,M,9,,,,,M,,M
15/09/09,2015,9,9,,22.9,,14.4,,18.7,,0,,0.7,,,M,,M,0,,,,,M,,M
15/09/10,2015,9,10,,21.4,,12.9,,17.2,,0.8,,0,,,M,,M,0,,,,,M,,M
15/09/11,2015,9,11,,22.3,,13.4,,17.9,,0.1,,0,,,M,,M,0,,,,,M,,M
15/09/12,2015,9,12,,21.6,,12.9,,17.3,,0.7,,0,,,M,,M,0,,,,,M,,M
15/09/13,2015,9,13,,17.4,,12.3,,14.9,,3.1,,0,,,M,,M,0,,,,,M,,M
15/09/14,2015,9,14,,16.3,,10.3,,13.3,,4.7,,0,,,M,,M,0,,,,,M,,M
15/09/15,2015,9,15,,17.6,,10.1,,13.9,,4.1,,0,,,M,,M,0,,,,,M,,M
15/09/16,2015,9,16,,18.3,,12,,15.2,,2.8,,0,,,M,,M,0,,,,,M,,M
15/09/17,2015,9,17,,17.4,,11.8,,14.6,,3.4,,0,,,M,,M,2.7,,,,,M,,M
15/09/18,2015,9,18,,14.7,,12.9,,13.8,,4.2,,0,,,M,,M,1.3,,,,,M,,M
15/09/19,2015,9,19,,15.2,,13.3,,14.3,,3.7,,0,,,M,,M,29.3,,,,,M,,M
15/09/20,2015,9,20,,20.1,,13.3,,16.7,,1.3,,0,,,M,,M,4.6,,,,,M,,M
15/09/21,2015,9,21,,17.1,,9.8,,13.5,,4.5,,0,,,M,,M,0,,,,,M,,M
15/09/22,2015,9,22,,17.6,,8.9,,13.3,,4.7,,0,,,M,,M,0,,,,,M,,M
15/09/23,2015,9,23,,17.2,,11.1,,14.2,,3.8,,0,,,M,,M,0,,,,,M,,M
15/09/24,2015,9,24,,15.9,,13.2,,14.6,,3.4,,0,,,M,,M,6.7,,,,,M,,M
15/09/25,2015,9,25,,17,,9.9,,13.5,,4.5,,0,,,M,,M,3,,,,,M,,M
15/09/26,2015,9,26,,15.6,,9.1,,12.4,,5.6,,0,,,M,,M,0,,,,,M,,M
15/09/27,2015,9,27,,14.9,,8.5,,11.7,,6.3,,0,,,M,,M,0,,,,,M,,M
15/09/28,2015,9,28,,16.4,,8.5,,12.5,,5.5,,0,,,M,,M,0,,,,,M,,M
15/09/29,2015,9,29,,18.5,,9,,13.8,,4.2,,0,,,M,,M,0,,,,,M,,M
15/09/30,2015,9,30,,19.8,,9.8,,14.8,,3.2,,0,,,M,,M,0,,,,,M,,M
15/10/01,2015,10,1,,16.9,,9.7,,13.3,,4.7,,0,,,M,,M,0,,,,,M,,M
15/10/02,2015,10,2,,13.3,,11.1,,12.2,,5.8,,0,,,M,,M,0,,,,,M,,M
15/10/03,2015,10,3,,16.6,,8.5,,12.6,,5.4,,0,,,M,,M,0,,,,,M,,M
15/10/04,2015,10,4,,18.1,,9.4,,13.8,,4.2,,0,,,M,,M,0,,,,,M,,M
15/10/05,2015,10,5,,18.3,,9,,13.7,,4.3,,0,,,M,,M,0,,,,,M,,M
15/10/06,2015,10,6,,18.4,,10.1,,14.3,,3.7,,0,,,M,,M,0,,,,,M,,M
15/10/07,2015,10,7,,14.6,,13,,13.8,,4.2,,0,,,M,,M,13,,,,,M,,M
15/10/08,2015,10,8,,17.5,,13.3,,15.4,,2.6,,0,,,M,,M,0,,,,,M,,M
15/10/09,2015,10,9,,17,,13.4,,15.2,,2.8,,0,,,M,,M,0.3,,,,,M,,M
15/10/10,2015,10,10,,17.7,,13.4,,15.6,,2.4,,0,,,M,,M,13.7,,,,,M,,M
15/10/11,2015,10,11,,15.4,,10.9,,13.2,,4.8,,0,,,M,,M,0,T,,,,M,,M
15/10/12,2015,10,12,,12.8,,11.7,,12.3,,5.7,,0,,,M,,M,12,,,,,M,,M
15/10/13,2015,10,13,,14.6,,9.7,,12.2,,5.8,,0,,,M,,M,0,,,,,M,,M
15/10/14,2015,10,14,,14.2,,8.2,,11.2,,6.8,,0,,,M,,M,0,,,,,M,,M
15/10/15,2015,10,15,,17.7,,8.1,,12.9,,5.1,,0,,,M,,M,0,,,,,M,,M
15/10/16,2015,10,16,,17.5,,8.5,,13,,5,,0,,,M,,M,0,,,,,M,,M
15/10/17,2015,10,17,,17.7,,11.6,,14.7,,3.3,,0,,,M,,M,0,,,,,M,,M
15/10/18,2015,10,18,,13.8,,12.5,,13.2,,4.8,,0,,,M,,M,0.6,,,,,M,,M
15/10/19,2015,10,19,,15.2,,11.7,,13.5,,4.5,,0,,,M,,M,0.7,,,,,M,,M
15/10/20,2015,10,20,,15.6,,10.4,,13,,5,,0,,,M,,M,0,,,,,M,,M
15/10/21,2015,10,21,,14,,9.4,,11.7,,6.3,,0,,,M,,M,0,T,,,,M,,M
15/10/22,2015,10,22,,13.1,,8.3,,10.7,,7.3,,0,,,M,,M,0,,,,,M,,M
15/10/23,2015,10,23,,12.7,,6.7,,9.7,,8.3,,0,,,M,,M,0,,,,,M,,M
15/10/24,2015,10,24,,12.4,,6.5,,9.5,,8.5,,0,,,M,,M,0,,,,,M,,M
15/10/25,2015,10,25,,14.4,,9.2,,11.8,,6.2,,0,,,M,,M,0,T,,,,M,,M
15/10/26,2015,10,26,,14.9,,10.9,,12.9,,5.1,,0,,,M,,M,5.7,,,,,M,,M
15/10/27,2015,10,27,,14.9,,9.2,,12.1,,5.9,,0,,,M,,M,0,,,,,M,,M
15/10/28,2015,10,28,,11.9,,10.3,,11.1,,6.9,,0,,,M,,M,17.5,,,,,M,,M
15/10/29,2015,10,29,,14.7,,10.9,,12.8,,5.2,,0,,,M,,M,6.6,,,,,M,,M
15/10/30,2015,10,30,,13.8,,10.8,,12.3,,5.7,,0,,,M,,M,20.2,,,,,M,,M
15/10/31,2015,10,31,,14,,10.3,,12.2,,5.8,,0,,,M,,M,24.1,,,,,M,,M
15/11/01,2015,11,1,,11.8,,7.3,,9.6,,8.4,,0,,,M,,M,35.8,,,,,M,,M
15/11/02,2015,11,2,,10.9,,7.3,,9.1,,8.9,,0,,,M,,M,0,,,,,M,,M
15/11/03,2015,11,3,,11.1,,4.7,,7.9,,10.1,,0,,,M,,M,0,,,,,M,,M
15/11/04,2015,11,4,,8.9,,5.1,,7,,11,,0,,,M,,M,0.2,,,,,M,,M
15/11/05,2015,11,5,,10.5,,6.7,,8.6,,9.4,,0,,,M,,M,4.1,,,,,M,,M
15/11/06,2015,11,6,,10.4,,7.3,,8.9,,9.1,,0,,,M,,M,12.8,,,,,M,,M
15/11/07,2015,11,7,,11.1,,9.7,,10.4,,7.6,,0,,,M,,M,62.4,,,,,M,,M
15/11/08,2015,11,8,,10.5,,6.8,,8.7,,9.3,,0,,,M,,M,0.2,,,,,M,,M
15/11/09,2015,11,9,,11.2,,4.9,,8.1,,9.9,,0,,,M,,M,0,,,,,M,,M
15/11/10,2015,11,10,,9,,4.7,,6.9,,11.1,,0,,,M,,M,3.1,,,,,M,,M
15/11/11,2015,11,11,,10.8,,6.5,,8.7,,9.3,,0,,,M,,M,5.4,,,,,M,,M
15/11/12,2015,11,12,,8.2,,6,,7.1,,10.9,,0,,,M,,M,54.5,,,,,M,,M
15/11/13,2015,11,13,,11.3,,7.3,,9.3,,8.7,,0,,,M,,M,28,,,,,M,,M
15/11/14,2015,11,14,,8.8,,7,,7.9,,10.1,,0,,,M,,M,4.3,,,,,M,,M
15/11/15,2015,11,15,,8.3,,3.4,,5.9,,12.1,,0,,,M,,M,1.4,,,,,M,,M
15/11/16,2015,11,16,,6.4,,3.3,,4.9,,13.1,,0,,,M,,M,24.6,,,,,M,,M
15/11/17,2015,11,17,,14.5,,5.3,,9.9,,8.1,,0,,,M,,M,12.1,,,,,M,,M
15/11/18,2015,11,18,,8.3,,3.4,,5.9,,12.1,,0,,,M,,M,0,,,,,M,,M
15/11/19,2015,11,19,,7.7,,1.1,,4.4,,13.6,,0,,,M,,M,0,,,,,M,,M
15/11/20,2015,11,20,,8.5,,0.1,,4.3,,13.7,,0,,,M,,M,0,,,,,M,,M
15/11/21,2015,11,21,,7.4,,0.2,,3.8,,14.2,,0,,,M,,M,0,,,,,M,,M
15/11/22,2015,11,22,,7.6,,1.5,,4.6,,13.4,,0,,,M,,M,0,,,,,M,,M
15/11/23,2015,11,23,,6.4,,4,,5.2,,12.8,,0,,,M,,M,3.9,,,,,M,,M
15/11/24,2015,11,24,,10.8,,1.1,,6,,12,,0,,,M,,M,1.2,,,,,M,,M
15/11/25,2015,11,25,,7.3,,-0.2,,3.6,,14.4,,0,,,M,,M,0,,,,,M,,M
15/11/26,2015,11,26,,7.9,,0.7,,4.3,,13.7,,0,,,M,,M,0,,,,,M,,M
15/11/27,2015,11,27,,7.7,,0.4,,4.1,,13.9,,0,,,M,,M,0,,,,,M,,M
15/11/28,2015,11,28,,7.1,,0,,3.6,,14.4,,0,,,M,,M,0,,,,,M,,M
15/11/29,2015,11,29,,5.5,,-0.1,,2.7,,15.3,,0,,,M,,M,0,,,,,M,,M
15/11/30,2015,11,30,,8.1,,-0.2,,4,,14,,0,,,M,,M,0,,,,,M,,M
15/12/01,2015,12,1,,10.1,,6.5,,8.3,,9.7,,0,,,M,,M,12.1,,,,,M,,M
15/12/02,2015,12,2,,11.5,,7,,9.3,,8.7,,0,,,M,,M,4.3,,,,,M,,M
15/12/03,2015,12,3,,15.2,,8.9,,12.1,,5.9,,0,,,M,,M,18.8,,,,,M,,M
15/12/04,2015,12,4,,10.5,,7.2,,8.9,,9.1,,0,,,M,,M,1.1,,,,,M,,M
15/12/05,2015,12,5,,9.7,,7,,8.4,,9.6,,0,,,M,,M,37.2,,,,,M,,M
15/12/06,2015,12,6,,11.4,,7.9,,9.7,,8.3,,0,,,M,,M,24,,,,,M,,M
15/12/07,2015,12,7,,10.8,,8.8,,9.8,,8.2,,0,,,M,,M,9.4,,,,,M,,M
15/12/08,2015,12,8,,12.9,,8.6,,10.8,,7.2,,0,,,M,,M,29,,,,,M,,M
15/12/09,2015,12,9,,12.7,,6.8,,9.8,,8.2,,0,,,M,,M,8.7,,,,,M,,M
15/12/10,2015,12,10,,10.9,,7.3,,9.1,,8.9,,0,,,M,,M,9.1,,,,,M,,M
15/12/11,2015,12,11,,12.9,,4.7,,8.8,,9.2,,0,,,M,,M,0,,,,,M,,M
15/12/12,2015,12,12,,9.3,,4.4,,6.9,,11.1,,0,,,M,,M,28,,,,,M,,M
15/12/13,2015,12,13,,9.2,,4.7,,7,,11,,0,,,M,,M,25,,,,,M,,M
15/12/14,2015,12,14,,6.4,,4.1,,5.3,,12.7,,0,,,M,,M,1.2,,,,,M,,M
15/12/15,2015,12,15,,,M,4.1,E,,M,,M,,M,,M,,M,,M,,,,M,,M
15/12/16,2015,12,16,,7.7,,1.8,,4.8,,13.2,,0,,,M,,M,0,,,,,M,,M
15/12/17,2015,12,17,,4.9,,2.9,,3.9,,14.1,,0,,,M,,M,11.1,,,,,M,,M
15/12/18,2015,12,18,,,M,3,E,,M,,M,,M,,M,,M,,M,,,,M,,M
15/12/19,2015,12,19,,7.7,,5.3,,6.5,,11.5,,0,,,M,,M,5.6,,,,,M,,M
15/12/20,2015,12,20,,8.8,,5.5,,7.2,,10.8,,0,,,M,,M,8.4,,,,,M,,M
15/12/21,2015,12,21,,6.6,,3.5,,5.1,,12.9,,0,,,M,,M,1.5,,,,,M,,M
15/12/22,2015,12,22,,6.5,,2,,4.3,,13.7,,0,,,M,,M,6.1,,,,,M,,M
15/12/23,2015,12,23,,6.2,,3.4,,4.8,,13.2,,0,,,M,,M,16.1,,,,,M,,M
15/12/24,2015,12,24,,4.5,,3,,3.8,,14.2,,0,,,M,,M,3,,,,,M,,M
15/12/25,2015,12,25,,5.5,,0.6,,3.1,,14.9,,0,,,M,,M,0,,,,,M,,M
15/12/26,2015,12,26,,4.8,,2.2,,3.5,,14.5,,0,,,M,,M,0.2,,,,,M,,M
15/12/27,2015,12,27,,6.2,,2.8,,4.5,,13.5,,0,,,M,,M,12.2,,,,,M,,M
15/12/28,2015,12,28,,5.8,,2.9,,4.4,,13.6,,0,,,M,,M,0.2,,,,,M,,M
15/12/29,2015,12,29,,7.2,,1,,4.1,,13.9,,0,,,M,,M,0,,,,,M,,M
15/12/30,2015,12,30,,4.8,,-1.1,,1.9,,16.1,,0,,,M,,M,0,,,,,M,,M
15/12/31,2015,12,31,,4.8,,-1.6,,1.6,,16.4,,0,,,M,,M,0,,,,,M,,M
16/01/01,2016,1,1,,3.2,,-1.5,,0.9,,17.1,,0,,,M,,M,0,,,,,M,,M
16/01/02,2016,1,2,,2,,-1,,0.5,,17.5,,0,,,M,,M,0,,,,,M,,M
16/01/03,2016,1,3,,3.8,,-1.7,,1.1,,16.9,,0,,,M,,M,0,,,,,M,,M
16/01/04,2016,1,4,,5.5,,0.6,,3.1,,14.9,,0,,,M,,M,0.3,,,,,M,,M
16/01/05,2016,1,5,,4.4,,0.5,,2.5,,15.5,,0,,,M,,M,6.9,,,,,M,,M
16/01/06,2016,1,6,,9.2,,4,,6.6,,11.4,,0,,,M,,M,0.6,,,,,M,,M
16/01/07,2016,1,7,,6.2,,3,,4.6,,13.4,,0,,,M,,M,0,,,,,M,,M
16/01/08,2016,1,8,,7.8,,2.9,,5.4,,12.6,,0,,,M,,M,0,,,,,M,,M
16/01/09,2016,1,9,,8.4,,1.8,,5.1,,12.9,,0,,,M,,M,0,,,,,M,,M
16/01/10,2016,1,10,,8.9,,1.4,,5.2,,12.8,,0,,,M,,M,0,,,,,M,,M
16/01/11,2016,1,11,,6.8,,0.9,,3.9,,14.1,,0,,,M,,M,12.8,,,,,M,,M
16/01/12,2016,1,12,,8.8,,5.5,,7.2,,10.8,,0,,,M,,M,18.4,,,,,M,,M
16/01/13,2016,1,13,,8.5,,4.3,,6.4,,11.6,,0,,,M,,M,13.9,,,,,M,,M
16/01/14,2016,1,14,,9.3,,2.4,,5.9,,12.1,,0,,,M,,M,0.2,,,,,M,,M
16/01/15,2016,1,15,,7.3,,1.2,,4.3,,13.7,,0,,,M,,M,0,,,,,M,,M
16/01/16,2016,1,16,,9.1,,6.2,,7.7,,10.3,,0,,,M,,M,13.4,,,,,M,,M
16/01/17,2016,1,17,,10.7,,7.7,,9.2,,8.8,,0,,,M,,M,8.8,,,,,M,,M
16/01/18,2016,1,18,,9.7,,7.2,,8.5,,9.5,,0,,,M,,M,6.5,,,,,M,,M
16/01/19,2016,1,19,,10.4,,5.4,,7.9,,10.1,,0,,,M,,M,1.7,,,,,M,,M
16/01/20,2016,1,20,,8.9,,3.4,,6.2,,11.8,,0,,,M,,M,0.6,,,,,M,,M
16/01/21,2016,1,21,,10.5,,6.2,,8.4,,9.6,,0,,,M,,M,29.9,,,,,M,,M
16/01/22,2016,1,22,,10.8,,7.4,,9.1,,8.9,,0,,,M,,M,18.5,,,,,M,,M
16/01/23,2016,1,23,,8.8,,5.2,,7,,11,,0,,,M,,M,0,,,,,M,,M
16/01/24,2016,1,24,,8.8,,5.6,,7.2,,10.8,,0,,,M,,M,1.5,,,,,M,,M
16/01/25,2016,1,25,,9.9,,5.1,,7.5,,10.5,,0,,,M,,M,0,,,,,M,,M
16/01/26,2016,1,26,,9.6,,8.2,,8.9,,9.1,,0,,,M,,M,15.5,,,,,M,,M
16/01/27,2016,1,27,,11.1,,8.8,,10,,8,,0,,,M,,M,28.4,,,,,M,,M
16/01/28,2016,1,28,,12.8,,5.9,,9.4,,8.6,,0,,,M,,M,14.6,,,,,M,,M
16/01/29,2016,1,29,,8.4,,4.9,,6.7,,11.3,,0,,,M,,M,8.9,,,,,M,,M
16/01/30,2016,1,30,,7,,4.1,,5.6,,12.4,,0,,,M,,M,3.1,,,,,M,,M
